"","gene_short_name","feature"
"ABCG2","ABCG2","NA"
"PPM1K","PPM1K","NA"
"AC107067.1","AC107067.1","NA"
"HERC6","HERC6","NA"
"HERC5","HERC5","NA"
"PYURF","PYURF","NA"
"PIGY","PIGY","NA"
"AC098582.1","AC098582.1","NA"
"AC083829.2","AC083829.2","NA"
"HERC3","HERC3","NA"
"NAP1L5","NAP1L5","NA"
"FAM13A.AS1","FAM13A-AS1","NA"
"FAM13A","FAM13A","NA"
"TIGD2","TIGD2","NA"
"AC104785.1","AC104785.1","NA"
"GPRIN3","GPRIN3","NA"
"AC097478.1","AC097478.1","NA"
"SNCA","SNCA","NA"
"AC097478.2","AC097478.2","NA"
"AC097478.4","AC097478.4","NA"
"AC097478.3","AC097478.3","NA"
"SNCA.AS1","SNCA-AS1","NA"
"MMRN1","MMRN1","NA"
"CCSER1","CCSER1","NA"
"AC004054.1","AC004054.1","NA"
"AC074124.1","AC074124.1","NA"
"AC093810.1","AC093810.1","NA"
"LNCPRESS2","LNCPRESS2","NA"
"AC112695.1","AC112695.1","NA"
"GRID2","GRID2","NA"
"AC095059.1","AC095059.1","NA"
"AC110800.1","AC110800.1","NA"
"ATOH1","ATOH1","NA"
"AC096746.1","AC096746.1","NA"
"SMARCAD1","SMARCAD1","NA"
"HPGDS","HPGDS","NA"
"PDLIM5","PDLIM5","NA"
"AC108067.1","AC108067.1","NA"
"BMPR1B.DT","BMPR1B-DT","NA"
"BMPR1B","BMPR1B","NA"
"UNC5C","UNC5C","NA"
"AC106881.1","AC106881.1","NA"
"PDHA2","PDHA2","NA"
"LINC02267","LINC02267","NA"
"AC108515.1","AC108515.1","NA"
"STPG2","STPG2","NA"
"STPG2.AS1","STPG2-AS1","NA"
"AC019077.1","AC019077.1","NA"
"RAP1GDS1","RAP1GDS1","NA"
"TSPAN5","TSPAN5","NA"
"AC108159.1","AC108159.1","NA"
"AC114811.2","AC114811.2","NA"
"EIF4E","EIF4E","NA"
"AC019131.1","AC019131.1","NA"
"METAP1","METAP1","NA"
"AC019131.2","AC019131.2","NA"
"ADH5","ADH5","NA"
"AP002026.1","AP002026.1","NA"
"ADH4","ADH4","NA"
"ADH6","ADH6","NA"
"ADH1A","ADH1A","NA"
"ADH1B","ADH1B","NA"
"ADH1C","ADH1C","NA"
"ADH7","ADH7","NA"
"C4orf17","C4ORF17","NA"
"TRMT10A","TRMT10A","NA"
"MTTP","MTTP","NA"
"AC083902.1","AC083902.1","NA"
"C4orf54","C4ORF54","NA"
"DAPP1","DAPP1","NA"
"LAMTOR3","LAMTOR3","NA"
"DNAJB14","DNAJB14","NA"
"H2AFZ","H2AFZ","NA"
"AC097460.1","AC097460.1","NA"
"DDIT4L","DDIT4L","NA"
"AP001961.1","AP001961.1","NA"
"EMCN","EMCN","NA"
"PPP3CA","PPP3CA","NA"
"AP001816.1","AP001816.1","NA"
"BANK1","BANK1","NA"
"AP002075.1","AP002075.1","NA"
"SLC39A8","SLC39A8","NA"
"AC098487.1","AC098487.1","NA"
"AF213884.3","AF213884.3","NA"
"NFKB1","NFKB1","NA"
"MANBA","MANBA","NA"
"UBE2D3","UBE2D3","NA"
"AC018797.2","AC018797.2","NA"
"CISD2","CISD2","NA"
"SLC9B1","SLC9B1","NA"
"SLC9B2","SLC9B2","NA"
"BDH2","BDH2","NA"
"CENPE","CENPE","NA"
"LINC02428","LINC02428","NA"
"AC105460.2","AC105460.2","NA"
"AC105460.1","AC105460.1","NA"
"TACR3","TACR3","NA"
"LINC02503","LINC02503","NA"
"AC004052.1","AC004052.1","NA"
"CXXC4","CXXC4","NA"
"CXXC4.AS1","CXXC4-AS1","NA"
"AC004063.1","AC004063.1","NA"
"AC004053.1","AC004053.1","NA"
"AC096577.1","AC096577.1","NA"
"AC004069.1","AC004069.1","NA"
"TET2","TET2","NA"
"TET2.AS1","TET2-AS1","NA"
"PPA2","PPA2","NA"
"AC004066.2","AC004066.2","NA"
"ARHGEF38","ARHGEF38","NA"
"INTS12","INTS12","NA"
"GSTCD","GSTCD","NA"
"AC008243.1","AC008243.1","NA"
"NPNT","NPNT","NA"
"AC109361.2","AC109361.2","NA"
"AC109361.1","AC109361.1","NA"
"TBCK","TBCK","NA"
"AIMP1","AIMP1","NA"
"GIMD1","GIMD1","NA"
"LINC02173","LINC02173","NA"
"DKK2","DKK2","NA"
"AC104663.1","AC104663.1","NA"
"PAPSS1","PAPSS1","NA"
"SGMS2","SGMS2","NA"
"AC096564.1","AC096564.1","NA"
"CYP2U1","CYP2U1","NA"
"AC096564.2","AC096564.2","NA"
"HADH","HADH","NA"
"LEF1","LEF1","NA"
"RPL34.AS1","RPL34-AS1","NA"
"RPL34","RPL34","NA"
"OSTC","OSTC","NA"
"ETNPPL","ETNPPL","NA"
"COL25A1","COL25A1","NA"
"ZCCHC23","ZCCHC23","NA"
"SEC24B.AS1","SEC24B-AS1","NA"
"SEC24B","SEC24B","NA"
"MCUB","MCUB","NA"
"CASP6","CASP6","NA"
"AC004067.1","AC004067.1","NA"
"PLA2G12A","PLA2G12A","NA"
"AC126283.2","AC126283.2","NA"
"CFI","CFI","NA"
"AC126283.1","AC126283.1","NA"
"GAR1","GAR1","NA"
"RRH","RRH","NA"
"LRIT3","LRIT3","NA"
"EGF","EGF","NA"
"ELOVL6","ELOVL6","NA"
"ENPEP","ENPEP","NA"
"AC098798.1","AC098798.1","NA"
"PANCR","PANCR","NA"
"PITX2","PITX2","NA"
"LINC01438","LINC01438","NA"
"AC083795.2","AC083795.2","NA"
"AC139718.2","AC139718.2","NA"
"AC139718.1","AC139718.1","NA"
"AC004704.1","AC004704.1","NA"
"FAM241A","FAM241A","NA"
"AC109347.1","AC109347.1","NA"
"AP1AR","AP1AR","NA"
"AC109347.2","AC109347.2","NA"
"TIFA","TIFA","NA"
"ALPK1","ALPK1","NA"
"NEUROG2","NEUROG2","NA"
"AC023886.1","AC023886.1","NA"
"ZGRF1","ZGRF1","NA"
"LARP7","LARP7","NA"
"AC106864.1","AC106864.1","NA"
"AC106864.2","AC106864.2","NA"
"ANK2","ANK2","NA"
"AC017007.5","AC017007.5","NA"
"AC093879.1","AC093879.1","NA"
"AC093879.2","AC093879.2","NA"
"CAMK2D","CAMK2D","NA"
"ARSJ","ARSJ","NA"
"AC104779.1","AC104779.1","NA"
"UGT8","UGT8","NA"
"NDST4","NDST4","NA"
"MTRNR2L13","MTRNR2L13","NA"
"AC106892.1","AC106892.1","NA"
"TRAM1L1","TRAM1L1","NA"
"LINC02262","LINC02262","NA"
"LINC02263","LINC02263","NA"
"LINC01378","LINC01378","NA"
"LINC02264","LINC02264","NA"
"NDST3","NDST3","NA"
"SNHG8","SNHG8","NA"
"PRSS12","PRSS12","NA"
"AC110079.2","AC110079.2","NA"
"METTL14","METTL14","NA"
"SEC24D","SEC24D","NA"
"SYNPO2","SYNPO2","NA"
"MYOZ2","MYOZ2","NA"
"USP53","USP53","NA"
"C4orf3","C4ORF3","NA"
"FABP2","FABP2","NA"
"AC093752.3","AC093752.3","NA"
"AC093752.2","AC093752.2","NA"
"PDE5A","PDE5A","NA"
"LINC01365","LINC01365","NA"
"LINC02502","LINC02502","NA"
"AC097173.2","AC097173.2","NA"
"MAD2L1","MAD2L1","NA"
"AC108866.1","AC108866.1","NA"
"AC025741.1","AC025741.1","NA"
"PRDM5","PRDM5","NA"
"NDNF","NDNF","NA"
"AC105254.1","AC105254.1","NA"
"TNIP3","TNIP3","NA"
"QRFPR","QRFPR","NA"
"ANXA5","ANXA5","NA"
"AC079341.3","AC079341.3","NA"
"TMEM155","TMEM155","NA"
"AC079341.1","AC079341.1","NA"
"EXOSC9","EXOSC9","NA"
"CCNA2","CCNA2","NA"
"BBS7","BBS7","NA"
"AC079341.2","AC079341.2","NA"
"TRPC3","TRPC3","NA"
"KIAA1109","KIAA1109","NA"
"ADAD1","ADAD1","NA"
"IL2","IL2","NA"
"IL21","IL21","NA"
"IL21.AS1","IL21-AS1","NA"
"BBS12","BBS12","NA"
"FGF2","FGF2","NA"
"AC021205.3","AC021205.3","NA"
"NUDT6","NUDT6","NA"
"SPATA5","SPATA5","NA"
"SPRY1","SPRY1","NA"
"AC093821.1","AC093821.1","NA"
"LINC02435","LINC02435","NA"
"LINC01091","LINC01091","NA"
"AC096732.1","AC096732.1","NA"
"AC121154.1","AC121154.1","NA"
"LINC02516","LINC02516","NA"
"ANKRD50","ANKRD50","NA"
"FAT4","FAT4","NA"
"AC105919.1","AC105919.1","NA"
"LINC02379","LINC02379","NA"
"AC096773.1","AC096773.1","NA"
"AC093772.1","AC093772.1","NA"
"INTU","INTU","NA"
"SLC25A31","SLC25A31","NA"
"HSPA4L","HSPA4L","NA"
"AC093591.2","AC093591.2","NA"
"PLK4","PLK4","NA"
"MFSD8","MFSD8","NA"
"ABHD18","ABHD18","NA"
"LARP1B","LARP1B","NA"
"PGRMC2","PGRMC2","NA"
"AC108062.1","AC108062.1","NA"
"AC110609.1","AC110609.1","NA"
"AC078850.1","AC078850.1","NA"
"AC078850.2","AC078850.2","NA"
"JADRR","JADRR","NA"
"JADE1","JADE1","NA"
"SCLT1","SCLT1","NA"
"C4orf33","C4ORF33","NA"
"AC082650.1","AC082650.1","NA"
"LINC02466","LINC02466","NA"
"LINC02465","LINC02465","NA"
"LINC02479","LINC02479","NA"
"AC093831.1","AC093831.1","NA"
"LINC02377","LINC02377","NA"
"SNHG27","SNHG27","NA"
"AC096711.2","AC096711.2","NA"
"AC096711.3","AC096711.3","NA"
"AC096711.1","AC096711.1","NA"
"AC114741.1","AC114741.1","NA"
"LINC01256","LINC01256","NA"
"AC115622.1","AC115622.1","NA"
"AC110751.1","AC110751.1","NA"
"AC105383.1","AC105383.1","NA"
"PCDH10","PCDH10","NA"
"AC079380.1","AC079380.1","NA"
"PABPC4L","PABPC4L","NA"
"AC109830.1","AC109830.1","NA"
"LINC02462","LINC02462","NA"
"AC093722.1","AC093722.1","NA"
"AC104619.2","AC104619.2","NA"
"AC107463.1","AC107463.1","NA"
"LINC02485","LINC02485","NA"
"AC105362.1","AC105362.1","NA"
"LINC00613","LINC00613","NA"
"AC073429.2","AC073429.2","NA"
"AC018680.1","AC018680.1","NA"
"AC073429.1","AC073429.1","NA"
"LINC02511","LINC02511","NA"
"LINC02510","LINC02510","NA"
"PCDH18","PCDH18","NA"
"LINC02172","LINC02172","NA"
"AC116563.1","AC116563.1","NA"
"AC131956.2","AC131956.2","NA"
"AC131956.1","AC131956.1","NA"
"LINC00616","LINC00616","NA"
"SLC7A11","SLC7A11","NA"
"AC093903.1","AC093903.1","NA"
"LINC00498","LINC00498","NA"
"LINC00499","LINC00499","NA"
"LINC00500","LINC00500","NA"
"AC098859.2","AC098859.2","NA"
"AC093766.1","AC093766.1","NA"
"AC109927.1","AC109927.1","NA"
"AC109927.2","AC109927.2","NA"
"NOCT","NOCT","NA"
"ELF2","ELF2","NA"
"MGARP","MGARP","NA"
"NDUFC1","NDUFC1","NA"
"NAA15","NAA15","NA"
"AC097376.2","AC097376.2","NA"
"RAB33B","RAB33B","NA"
"SETD7","SETD7","NA"
"AC112236.2","AC112236.2","NA"
"AC112236.1","AC112236.1","NA"
"MGST2","MGST2","NA"
"MAML3","MAML3","NA"
"AC131182.1","AC131182.1","NA"
"SCOC","SCOC","NA"
"SCOC.AS1","SCOC-AS1","NA"
"CLGN","CLGN","NA"
"MGAT4D","MGAT4D","NA"
"ELMOD2","ELMOD2","NA"
"UCP1","UCP1","NA"
"TBC1D9","TBC1D9","NA"
"AC096733.1","AC096733.1","NA"
"AC096733.2","AC096733.2","NA"
"RNF150","RNF150","NA"
"ZNF330","ZNF330","NA"
"AC107220.1","AC107220.1","NA"
"LINC02432","LINC02432","NA"
"AC097504.2","AC097504.2","NA"
"LINC02276","LINC02276","NA"
"IL15","IL15","NA"
"INPP4B","INPP4B","NA"
"AC139720.2","AC139720.2","NA"
"AC139720.1","AC139720.1","NA"
"AC104596.1","AC104596.1","NA"
"USP38","USP38","NA"
"AC097658.2","AC097658.2","NA"
"GAB1","GAB1","NA"
"SMARCA5","SMARCA5","NA"
"SMARCA5.AS1","SMARCA5-AS1","NA"
"FREM3","FREM3","NA"
"GYPE","GYPE","NA"
"GYPB","GYPB","NA"
"GYPA","GYPA","NA"
"AC106871.1","AC106871.1","NA"
"HHIP.AS1","HHIP-AS1","NA"
"HHIP","HHIP","NA"
"ANAPC10","ANAPC10","NA"
"AC109811.1","AC109811.1","NA"
"ABCE1","ABCE1","NA"
"OTUD4","OTUD4","NA"
"LINC02266","LINC02266","NA"
"SMAD1","SMAD1","NA"
"SMAD1.AS2","SMAD1-AS2","NA"
"SMAD1.AS1","SMAD1-AS1","NA"
"LINC02491","LINC02491","NA"
"MMAA","MMAA","NA"
"AC093864.1","AC093864.1","NA"
"C4orf51","C4ORF51","NA"
"ZNF827","ZNF827","NA"
"AC104791.1","AC104791.1","NA"
"AC108206.1","AC108206.1","NA"
"AC097372.2","AC097372.2","NA"
"LINC01095","LINC01095","NA"
"LSM6","LSM6","NA"
"REELD1","REELD1","NA"
"AC097372.1","AC097372.1","NA"
"SLC10A7","SLC10A7","NA"
"POU4F2","POU4F2","NA"
"TTC29","TTC29","NA"
"AC092435.2","AC092435.2","NA"
"AC092435.1","AC092435.1","NA"
"AC092435.3","AC092435.3","NA"
"EDNRA","EDNRA","NA"
"LINC02507","LINC02507","NA"
"AC093835.1","AC093835.1","NA"
"TMEM184C","TMEM184C","NA"
"PRMT9","PRMT9","NA"
"ARHGAP10","ARHGAP10","NA"
"NR3C2","NR3C2","NA"
"AC069272.1","AC069272.1","NA"
"AC108935.1","AC108935.1","NA"
"AC108156.1","AC108156.1","NA"
"LINC02430","LINC02430","NA"
"LINC02355","LINC02355","NA"
"IQCM","IQCM","NA"
"AC093893.1","AC093893.1","NA"
"AC105343.1","AC105343.1","NA"
"DCLK2","DCLK2","NA"
"LRBA","LRBA","NA"
"AC110813.1","AC110813.1","NA"
"MAB21L2","MAB21L2","NA"
"RPS3A","RPS3A","NA"
"SH3D19","SH3D19","NA"
"AC095055.1","AC095055.1","NA"
"PRSS48","PRSS48","NA"
"AC104819.3","AC104819.3","NA"
"FAM160A1.DT","FAM160A1-DT","NA"
"FAM160A1","FAM160A1","NA"
"AC092611.2","AC092611.2","NA"
"GATB","GATB","NA"
"AC092611.1","AC092611.1","NA"
"AC107074.1","AC107074.1","NA"
"AC112242.1","AC112242.1","NA"
"AC097375.2","AC097375.2","NA"
"AC097375.1","AC097375.1","NA"
"LINC02273","LINC02273","NA"
"AC079340.1","AC079340.1","NA"
"AC079340.2","AC079340.2","NA"
"AC080078.1","AC080078.1","NA"
"AC080078.2","AC080078.2","NA"
"FBXW7","FBXW7","NA"
"FBXW7.AS1","FBXW7-AS1","NA"
"TMEM154","TMEM154","NA"
"AC106882.1","AC106882.1","NA"
"TIGD4","TIGD4","NA"
"ARFIP1","ARFIP1","NA"
"FHDC1","FHDC1","NA"
"AC093599.1","AC093599.1","NA"
"TRIM2","TRIM2","NA"
"MND1","MND1","NA"
"TMEM131L","TMEM131L","NA"
"TLR2","TLR2","NA"
"RNF175","RNF175","NA"
"AC020703.1","AC020703.1","NA"
"SFRP2","SFRP2","NA"
"AC079298.3","AC079298.3","NA"
"DCHS2","DCHS2","NA"
"AC079298.1","AC079298.1","NA"
"AC079298.2","AC079298.2","NA"
"PLRG1","PLRG1","NA"
"FGB","FGB","NA"
"FGA","FGA","NA"
"FGG","FGG","NA"
"LRAT","LRAT","NA"
"AC009567.1","AC009567.1","NA"
"RBM46","RBM46","NA"
"AC097467.3","AC097467.3","NA"
"AC104407.1","AC104407.1","NA"
"NPY2R","NPY2R","NA"
"AC097467.1","AC097467.1","NA"
"MAP9","MAP9","NA"
"AC107208.1","AC107208.1","NA"
"GUCY1A1","GUCY1A1","NA"
"GUCY1B1","GUCY1B1","NA"
"ASIC5","ASIC5","NA"
"TDO2","TDO2","NA"
"CTSO","CTSO","NA"
"AC096736.3","AC096736.3","NA"
"LINC02272","LINC02272","NA"
"AC096736.2","AC096736.2","NA"
"AC096736.1","AC096736.1","NA"
"PDGFC","PDGFC","NA"
"AC092608.1","AC092608.1","NA"
"GLRB","GLRB","NA"
"GRIA2","GRIA2","NA"
"LINC02433","LINC02433","NA"
"AC093817.1","AC093817.1","NA"
"FAM198B","FAM198B","NA"
"FAM198B.AS1","FAM198B-AS1","NA"
"AC098679.1","AC098679.1","NA"
"TMEM144","TMEM144","NA"
"RXFP1","RXFP1","NA"
"AC121161.2","AC121161.2","NA"
"C4orf46","C4ORF46","NA"
"ETFDH","ETFDH","NA"
"PPID","PPID","NA"
"FNIP2","FNIP2","NA"
"C4orf45","C4ORF45","NA"
"RAPGEF2","RAPGEF2","NA"
"AC074344.2","AC074344.2","NA"
"LINC02233","LINC02233","NA"
"LINC02477","LINC02477","NA"
"AC104793.1","AC104793.1","NA"
"FSTL5","FSTL5","NA"
"AC023136.1","AC023136.1","NA"
"AC005150.1","AC005150.1","NA"
"AC022272.1","AC022272.1","NA"
"NAF1","NAF1","NA"
"NPY1R","NPY1R","NA"
"NPY5R","NPY5R","NA"
"TKTL2","TKTL2","NA"
"TMA16","TMA16","NA"
"MARCH1","MARCH1","NA"
"AC093788.1","AC093788.1","NA"
"SMIM31","SMIM31","NA"
"APELA","APELA","NA"
"TRIM61","TRIM61","NA"
"FAM218A","FAM218A","NA"
"AC106872.10","AC106872.10","NA"
"TRIM60","TRIM60","NA"
"TRIM75P","TRIM75P","NA"
"TMEM192","TMEM192","NA"
"KLHL2","KLHL2","NA"
"GK3P","GK3P","NA"
"MSMO1","MSMO1","NA"
"CPE","CPE","NA"
"LINC01179","LINC01179","NA"
"TLL1","TLL1","NA"
"AC097487.1","AC097487.1","NA"
"SPOCK3","SPOCK3","NA"
"AC079349.1","AC079349.1","NA"
"AC116634.1","AC116634.1","NA"
"ANXA10","ANXA10","NA"
"DDX60","DDX60","NA"
"DDX60L","DDX60L","NA"
"PALLD","PALLD","NA"
"AC079858.1","AC079858.1","NA"
"AC080188.1","AC080188.1","NA"
"CBR4","CBR4","NA"
"AC021151.1","AC021151.1","NA"
"SH3RF1","SH3RF1","NA"
"AC096741.1","AC096741.1","NA"
"NEK1","NEK1","NA"
"CLCN3","CLCN3","NA"
"HPF1","HPF1","NA"
"LINC02275","LINC02275","NA"
"AC084866.2","AC084866.2","NA"
"AC084866.1","AC084866.1","NA"
"MFAP3L","MFAP3L","NA"
"AADAT","AADAT","NA"
"LINC01612","LINC01612","NA"
"LINC02512","LINC02512","NA"
"LINC02382","LINC02382","NA"
"LINC02431","LINC02431","NA"
"LINC02504","LINC02504","NA"
"AC074254.1","AC074254.1","NA"
"LINC02174","LINC02174","NA"
"GALNTL6","GALNTL6","NA"
"AC105285.1","AC105285.1","NA"
"GALNT7","GALNT7","NA"
"AC097534.1","AC097534.1","NA"
"HMGB2","HMGB2","NA"
"AC097534.2","AC097534.2","NA"
"SAP30","SAP30","NA"
"SCRG1","SCRG1","NA"
"AC093849.1","AC093849.1","NA"
"HAND2","HAND2","NA"
"HAND2.AS1","HAND2-AS1","NA"
"AC106895.1","AC106895.1","NA"
"LINC02269","LINC02269","NA"
"AC106895.2","AC106895.2","NA"
"LINC02268","LINC02268","NA"
"AC012055.1","AC012055.1","NA"
"AC012055.2","AC012055.2","NA"
"FBXO8","FBXO8","NA"
"CEP44","CEP44","NA"
"AC116616.1","AC116616.1","NA"
"HPGD","HPGD","NA"
"AC096751.2","AC096751.2","NA"
"GLRA3","GLRA3","NA"
"ADAM29","ADAM29","NA"
"AC105914.2","AC105914.2","NA"
"AC095050.1","AC095050.1","NA"
"AC131094.1","AC131094.1","NA"
"GPM6A","GPM6A","NA"
"AC097537.1","AC097537.1","NA"
"WDR17","WDR17","NA"
"SPATA4","SPATA4","NA"
"ASB5","ASB5","NA"
"AC019163.1","AC019163.1","NA"
"SPCS3","SPCS3","NA"
"AC093801.1","AC093801.1","NA"
"VEGFC","VEGFC","NA"
"AC092673.1","AC092673.1","NA"
"LINC02509","LINC02509","NA"
"AC097518.1","AC097518.1","NA"
"NEIL3","NEIL3","NA"
"AC027627.1","AC027627.1","NA"
"AGA","AGA","NA"
"AC078881.1","AC078881.1","NA"
"AC103879.1","AC103879.1","NA"
"LINC01098","LINC01098","NA"
"LINC01099","LINC01099","NA"
"AC020551.1","AC020551.1","NA"
"AC104803.1","AC104803.1","NA"
"LINC00290","LINC00290","NA"
"LINC02500","LINC02500","NA"
"TEMN3.AS1","TEMN3-AS1","NA"
"AC098864.1","AC098864.1","NA"
"TENM3","TENM3","NA"
"AC079226.2","AC079226.2","NA"
"AC079226.1","AC079226.1","NA"
"AC079766.1","AC079766.1","NA"
"DCTD","DCTD","NA"
"AC019193.3","AC019193.3","NA"
"AC019193.2","AC019193.2","NA"
"WWC2.AS2","WWC2-AS2","NA"
"WWC2","WWC2","NA"
"WWC2.AS1","WWC2-AS1","NA"
"CLDN22","CLDN22","NA"
"CLDN24","CLDN24","NA"
"CDKN2AIP","CDKN2AIP","NA"
"AC107214.1","AC107214.1","NA"
"ING2","ING2","NA"
"AC107214.2","AC107214.2","NA"
"RWDD4","RWDD4","NA"
"TRAPPC11","TRAPPC11","NA"
"AC108477.1","AC108477.1","NA"
"STOX2","STOX2","NA"
"ENPP6","ENPP6","NA"
"LINC02363","LINC02363","NA"
"LINC02362","LINC02362","NA"
"IRF2","IRF2","NA"
"LINC02427","LINC02427","NA"
"LINC02365","LINC02365","NA"
"CASP3","CASP3","NA"
"PRIMPOL","PRIMPOL","NA"
"CENPU","CENPU","NA"
"ACSL1","ACSL1","NA"
"AC084871.2","AC084871.2","NA"
"MIR3945HG","MIR3945HG","NA"
"LINC01093","LINC01093","NA"
"LINC02437","LINC02437","NA"
"HELT","HELT","NA"
"LINC02436","LINC02436","NA"
"SLC25A4","SLC25A4","NA"
"CFAP97","CFAP97","NA"
"SNX25","SNX25","NA"
"LRP2BP","LRP2BP","NA"
"AC112722.1","AC112722.1","NA"
"ANKRD37","ANKRD37","NA"
"UFSP2","UFSP2","NA"
"C4orf47","C4ORF47","NA"
"CCDC110","CCDC110","NA"
"AC106897.1","AC106897.1","NA"
"PDLIM3","PDLIM3","NA"
"SORBS2","SORBS2","NA"
"AC093797.1","AC093797.1","NA"
"AC108472.1","AC108472.1","NA"
"AC096659.1","AC096659.1","NA"
"TLR3","TLR3","NA"
"FAM149A","FAM149A","NA"
"CYP4V2","CYP4V2","NA"
"KLKB1","KLKB1","NA"
"F11","F11","NA"
"F11.AS1","F11-AS1","NA"
"AC018709.1","AC018709.1","NA"
"MTNR1A","MTNR1A","NA"
"FAT1","FAT1","NA"
"AC108865.1","AC108865.1","NA"
"AC108865.2","AC108865.2","NA"
"AC110772.1","AC110772.1","NA"
"AC108474.1","AC108474.1","NA"
"LINC02374","LINC02374","NA"
"AC097652.1","AC097652.1","NA"
"LINC02514","LINC02514","NA"
"LINC02515","LINC02515","NA"
"AC093763.1","AC093763.1","NA"
"LINC02492","LINC02492","NA"
"AC097521.1","AC097521.1","NA"
"ZFP42","ZFP42","NA"
"TRIML2","TRIML2","NA"
"TRIML1","TRIML1","NA"
"AC138781.1","AC138781.1","NA"
"LINC02434","LINC02434","NA"
"LINC01060","LINC01060","NA"
"AC093909.2","AC093909.2","NA"
"LINC02508","LINC02508","NA"
"AC093909.4","AC093909.4","NA"
"AC122138.1","AC122138.1","NA"
"AC107391.1","AC107391.1","NA"
"AC105924.1","AC105924.1","NA"
"LINC01262","LINC01262","NA"
"AF250324.1","AF250324.1","NA"
"FRG1.DT","FRG1-DT","NA"
"LINC01596","LINC01596","NA"
"FRG1","FRG1","NA"
"FRG2","FRG2","NA"
"DBET","DBET","NA"
"DUX4","DUX4","NA"
"PLEKHG4B","PLEKHG4B","NA"
"LRRC14B","LRRC14B","NA"
"CCDC127","CCDC127","NA"
"SDHA","SDHA","NA"
"AC021087.1","AC021087.1","NA"
"PDCD6","PDCD6","NA"
"AHRR","AHRR","NA"
"EXOC3.AS1","EXOC3-AS1","NA"
"EXOC3","EXOC3","NA"
"SLC9A3","SLC9A3","NA"
"AC106772.2","AC106772.2","NA"
"AC106772.1","AC106772.1","NA"
"CEP72","CEP72","NA"
"TPPP","TPPP","NA"
"AC026740.1","AC026740.1","NA"
"ZDHHC11B","ZDHHC11B","NA"
"ZDHHC11","ZDHHC11","NA"
"BRD9","BRD9","NA"
"TRIP13","TRIP13","NA"
"AC122719.1","AC122719.1","NA"
"AC122719.2","AC122719.2","NA"
"AC116351.1","AC116351.1","NA"
"AC116351.2","AC116351.2","NA"
"NKD2","NKD2","NA"
"SLC12A7","SLC12A7","NA"
"AC114291.1","AC114291.1","NA"
"SLC6A19","SLC6A19","NA"
"SLC6A18","SLC6A18","NA"
"TERT","TERT","NA"
"CLPTM1L","CLPTM1L","NA"
"LINC01511","LINC01511","NA"
"SLC6A3","SLC6A3","NA"
"LPCAT1","LPCAT1","NA"
"AC091849.2","AC091849.2","NA"
"AC026412.3","AC026412.3","NA"
"AC112176.1","AC112176.1","NA"
"MRPL36","MRPL36","NA"
"NDUFS6","NDUFS6","NA"
"AC025183.3","AC025183.3","NA"
"LINC02116","LINC02116","NA"
"IRX4","IRX4","NA"
"AC025183.1","AC025183.1","NA"
"AC025183.2","AC025183.2","NA"
"AC126768.2","AC126768.2","NA"
"AC126768.1","AC126768.1","NA"
"AC126768.3","AC126768.3","NA"
"AC091891.2","AC091891.2","NA"
"AC091891.1","AC091891.1","NA"
"IRX2","IRX2","NA"
"C5orf38","C5ORF38","NA"
"AC094105.1","AC094105.1","NA"
"AC112192.1","AC112192.1","NA"
"AC091832.1","AC091832.1","NA"
"LINC01019","LINC01019","NA"
"LINC02162","LINC02162","NA"
"LINC01017","LINC01017","NA"
"IRX1","IRX1","NA"
"AC016595.1","AC016595.1","NA"
"AC025773.1","AC025773.1","NA"
"AC025187.1","AC025187.1","NA"
"LINC02063","LINC02063","NA"
"AC106799.3","AC106799.3","NA"
"AC106799.2","AC106799.2","NA"
"AC106799.1","AC106799.1","NA"
"AC010634.1","AC010634.1","NA"
"LINC02114","LINC02114","NA"
"AC026719.1","AC026719.1","NA"
"AC026719.2","AC026719.2","NA"
"AC026415.1","AC026415.1","NA"
"AC010451.3","AC010451.3","NA"
"AC010451.1","AC010451.1","NA"
"LINC01020","LINC01020","NA"
"AC010451.2","AC010451.2","NA"
"LINC02121","LINC02121","NA"
"AC022424.1","AC022424.1","NA"
"ADAMTS16","ADAMTS16","NA"
"AC022424.2","AC022424.2","NA"
"ICE1","ICE1","NA"
"AC010266.2","AC010266.2","NA"
"AC010266.1","AC010266.1","NA"
"LINC02145","LINC02145","NA"
"MED10","MED10","NA"
"UBE2QL1","UBE2QL1","NA"
"LINC01018","LINC01018","NA"
"NSUN2","NSUN2","NA"
"SRD5A1","SRD5A1","NA"
"LINC02102","LINC02102","NA"
"TENT4A","TENT4A","NA"
"AC122710.2","AC122710.2","NA"
"AC122710.3","AC122710.3","NA"
"LINC02236","LINC02236","NA"
"AC122710.1","AC122710.1","NA"
"LINC02196","LINC02196","NA"
"AC091951.4","AC091951.4","NA"
"AC027343.3","AC027343.3","NA"
"LINC02123","LINC02123","NA"
"AC027343.1","AC027343.1","NA"
"AC027343.2","AC027343.2","NA"
"LINC02142","LINC02142","NA"
"ADCY2","ADCY2","NA"
"AC093305.1","AC093305.1","NA"
"C5orf49","C5ORF49","NA"
"MTRR","MTRR","NA"
"FASTKD3","FASTKD3","NA"
"AC025174.1","AC025174.1","NA"
"LINC02226","LINC02226","NA"
"AC091965.1","AC091965.1","NA"
"AC091965.4","AC091965.4","NA"
"MIR4458HG","MIR4458HG","NA"
